,Suburb,Address,Rooms,Type,Method,SellerG,Date
26542,Vermont,93 Betula Av,3,h,S,MJ,28/10/2017
26543,Vermont,3/696 Canterbury Rd,3,t,S,Hoskins,28/10/2017
26544,Vermont,5 Judy Ct,4,h,S,Philip,28/10/2017
26545,Vermont,2 Kooroora Ct,4,h,SN,Harcourts,28/10/2017
26546,Vermont,10 Woodcrest Rd,3,h,PI,Noel,28/10/2017
26547,Vermont South,5 Bundarra Ct,4,h,S,Ray,28/10/2017
26548,Vermont South,107 Weeden Dr,4,h,PI,Barry,28/10/2017
26549,viewbank,1/95 lyon Rd,3,t,SP,Ray,28/10/2017
26550,Viewbank,80 Castleton Rd,3,h,VB,Miles,28/10/2017
26551,Viewbank,9/111 Martins La,3,u,PI,Jellis,28/10/2017
26552,Viewbank,14 Somerset Dr,4,h,S,Miles,28/10/2017
26553,Wallan,17 Sinclair Ct,3,h,S,Barry,28/10/2017
26554,Wantirna,2 Prenton Ct,4,h,S,Barry,28/10/2017
26555,Wantirna South,2/10 Monaro Cl,3,u,PN,Prof.,28/10/2017
26556,Watsonia,17 Gabonia Av,5,h,PI,Barry,28/10/2017
26557,Watsonia,1/15 Kenmare St,3,t,S,Harcourts,28/10/2017
26558,Watsonia,1/26 Lambourn Rd,3,h,S,Jellis,28/10/2017
26559,Watsonia,15 Rushworth St,2,h,S,Buckingham,28/10/2017
26560,Werribee,329 Heaths Rd,3,h,PI,hockingstuart,28/10/2017
26561,Werribee,66 Loyola Rd,3,h,S,PRDNationwide,28/10/2017
26562,Werribee,114 Market Rd,3,h,SP,YPA,28/10/2017
26563,Werribee,28 Mirabella Cl,5,h,PI,Ray,28/10/2017
26564,Werribee,11 Persimmon Pl,4,h,SP,Greg,28/10/2017
26565,West Footscray,101 Alma St,4,h,VB,Biggin,28/10/2017
26566,West Footscray,2/604 Barkly St,3,t,VB,Jas,28/10/2017
26567,West Footscray,702 Barkly St,3,h,S,Hodges,28/10/2017
26568,West Footscray,65 Pitt St,3,h,S,Purplebricks,28/10/2017
26569,West Footscray,18 Rupert St,2,h,S,hockingstuart,28/10/2017
26570,West Melbourne,220 Adderley St,4,h,S,Collins,28/10/2017
26571,West Melbourne,5/33 Jeffcott St,1,u,S,MICM,28/10/2017
26572,West Melbourne,191 Stanley St,3,h,S,hockingstuart,28/10/2017
26573,Westmeadows,11 Erinbank Cr,3,t,S,YPA,28/10/2017
26574,Westmeadows,7 Gunn Ct,3,h,S,Raine,28/10/2017
26575,Wheelers Hill,13 Adam Av,4,h,S,hockingstuart,28/10/2017
26576,Wheelers Hill,6 Wilton Cr,4,h,VB,Fletchers,28/10/2017
26577,Williams Landing,10 Spoonbill Cl,4,h,S,Reliance,28/10/2017
26578,Williamstown,59 Albert St,3,h,S,Sweeney,28/10/2017
26579,Williamstown,18 Cecil St,3,h,S,Sweeney,28/10/2017
26580,Williamstown,12 Courtis St,3,h,S,Williams,28/10/2017
26581,Williamstown,69 Hannan St,3,h,S,Williams,28/10/2017
26582,Williamstown,14 Hosking Ct,3,h,S,Williams,28/10/2017
26583,Williamstown,12 Macquarie St,4,h,S,Sweeney,28/10/2017
26584,Windsor,83 Henry St,3,h,VB,hockingstuart,28/10/2017
26585,Windsor,9/28 Lewisham Rd,1,u,VB,LITTLE,28/10/2017
26586,Wollert,31 Evolve Esp,4,h,S,HAR,28/10/2017
26587,Wyndham Vale,28 Millewa Wy,3,h,SP,YPA,28/10/2017
26588,Wyndham Vale,10 Oxford Wy,3,h,S,YPA,28/10/2017
26589,Wyndham Vale,13 Provan Dr,3,h,S,hockingstuart,28/10/2017
26590,Yarraville,9 Banool Av,3,h,SP,Jas,28/10/2017
26591,Yarraville,35 Bena St,3,h,SP,Jas,28/10/2017
26592,Yarraville,19 Blackwood St,5,h,S,Village,28/10/2017
26593,Yarraville,40 Blackwood St,3,h,SP,hockingstuart,28/10/2017
26594,Yarraville,283 Francis St,3,h,S,Jas,28/10/2017
26595,Avondale Heights,12 Glamis Dr,3,h,SP,Nelson,30/09/2017
26596,Bentleigh,31 Wheatley Rd,5,h,VB,Marshall,30/09/2017
26597,Blackburn South,20 Indra Rd,3,h,SN,Woodards,30/09/2017
26598,Caroline Springs,29 Edgbaston Pde,3,h,SP,Crane,30/09/2017
26599,Doncaster East,3a Colchester Dr,4,t,PI,Barry,30/09/2017
26600,Emerald,10 Stewart Rd,8,h,S,iTRAK,30/09/2017
26601,Fitzroy,46 Webb St,2,u,PN,Love,30/09/2017
26602,Footscray,8/155 Gordon St,2,u,S,McGrath,30/09/2017
26603,Forest Hill,5/33 Forest Rd,2,h,SP,Fletchers,30/09/2017
26604,Glen Waverley,2/33 Mount St,3,u,S,Ray,30/09/2017
26605,Hoppers Crossing,137 Bellbridge Dr,3,h,S,Barry,30/09/2017
26606,Keysborough,3 Cobain St,3,h,S,Area,30/09/2017
26607,Kingsbury,1/18 Highland St,2,t,SP,RW,30/09/2017
26608,Maidstone,15 Ballarat Rd,2,h,SP,Biggin,30/09/2017
26609,Mitcham,2/427 Mitcham Rd,4,h,S,Noel,30/09/2017
26610,Narre Warren,32 Heatherlea Cr,4,h,SP,Nicholls,30/09/2017
26611,Noble Park,5 Blaby St,3,h,PI,C21,30/09/2017
26612,Reservoir,18 Elinda Pl,3,u,SP,RW,30/09/2017
26613,Roxburgh Park,14 Stainsby Cr,4,h,S,Raine,30/09/2017
26614,Springvale South,8 Bellbird Ct,4,h,PI,Barry,30/09/2017
26615,Springvale South,30 Waddington Cr,3,h,S,Harcourts,30/09/2017
26616,Westmeadows,42 Pascoe St,4,h,S,Barry,30/09/2017
26617,Aspendale,9 Karingal Cr,3,h,VB,hockingstuart,4/11/2017
26618,Aspendale,8 Nirringa Av,3,h,SP,hockingstuart,4/11/2017
26619,Bayswater,9 Warrien Ct,3,h,SP,hockingstuart,4/11/2017
26620,Berwick,13 Vista Ct,4,h,SP,Barry,4/11/2017
26621,Brunswick,53 Canberra St,3,h,S,Jellis,4/11/2017
26622,Brunswick East,17/374 Lygon St,1,u,SP,LITTLE,4/11/2017
26623,Chelsea,3/52 Glenola Rd,2,u,S,Eview,4/11/2017
26624,Chelsea Heights,7 Perovic Pl,2,u,S,Ray,4/11/2017
26625,Chelsea Heights,13/227 Thames Prm,3,u,S,Harcourts,4/11/2017
26626,Cheltenham,11b Jean St,3,t,S,Johnston,4/11/2017
26627,Clayton South,533 Clayton Rd,3,h,SA,Barry,4/11/2017
26628,Clayton South,3 Hayden Rd,3,h,PI,Barry,4/11/2017
26629,Craigieburn,25 Claremont St,3,h,S,Barry,4/11/2017
26630,Craigieburn,20 Marchmont Ri,3,h,S,Ray,4/11/2017
26631,Craigieburn,22 Marchmont Ri,3,h,S,Barry,4/11/2017
26632,Craigieburn,136 Wattletree St,4,h,S,RW,4/11/2017
26633,Craigieburn,31 Yarcombe Cr,4,h,S,Barry,4/11/2017
26634,Croydon South,1A Faraday Rd,3,h,S,Jellis,4/11/2017
26635,Dandenong,18 Usher Ct,3,h,W,C21,4/11/2017
26636,Dandenong North,4 Mollison St,3,h,SN,Biggin,4/11/2017
26637,Diggers Rest,23 Shoring Rd,3,h,PI,Brad,4/11/2017
26638,Doncaster,24 Botanic Dr,4,h,PI,Barry,4/11/2017
26639,Doncaster,172 George St,5,h,PI,Barry,4/11/2017
26640,Doveton,2 Claret St,3,h,S,Barry,4/11/2017
26641,Endeavour Hills,6 Patterson Ct,3,h,S,Del,4/11/2017
26642,Epping,40 Vilcins Views,5,h,S,hockingstuart/Harcourts,4/11/2017
26643,Ferntree Gully,6 Lydford Rd,3,h,S,iTRAK,4/11/2017
26644,Frankston,4/127 Beach St,2,u,VB,hockingstuart,4/11/2017
26645,Frankston,115 Heatherhill Rd,5,h,S,Bowman,4/11/2017
26646,Glen Iris,9/1512 Malvern Rd,2,u,S,hockingstuart,4/11/2017
26647,Glen Waverley,4 Kwinana St,3,h,SN,Biggin,4/11/2017
26648,Glen Waverley,30 Leicester Av,4,h,PI,Fletchers,4/11/2017
26649,Glen Waverley,6/24 Tulloch Gr,3,t,S,Fletchers,4/11/2017
26650,Glenroy,2/14 Hubert Av,3,t,S,Stockdale,4/11/2017
26651,Greenvale,8 Bridlington Dr,5,h,SP,Nelson,4/11/2017
26652,Greenvale,20 Inverie Ct,5,h,SP,RW,4/11/2017
26653,Hawthorn East,79a Harcourt St,5,h,S,Marshall,4/11/2017
26654,Heidelberg Heights,47 Marie Av,4,h,SP,RW,4/11/2017
26655,Hoppers Crossing,91 Grevillea Cr,3,h,S,Barry,4/11/2017
26656,Hoppers Crossing,11 Rosslare Ct,3,h,SP,Barry,4/11/2017
26657,Keilor East,2 David Av,3,h,SP,Nelson,4/11/2017
26658,Keilor East,40 Nyah St,3,h,SP,Nelson,4/11/2017
26659,Langwarrin,4 Sasha Ct,4,h,S,hockingstuart,4/11/2017
26660,MacLeod,117 Harborne St,4,h,S,Nelson,4/11/2017
26661,MacLeod,26 Kinlock St,4,h,VB,Nelson,4/11/2017
26662,Melton South,3 Brand Ct,3,h,S,HAR,4/11/2017
26663,Melton South,19 Garfield Cl,3,h,S,hockingstuart,4/11/2017
26664,Melton South,31 Staughton St,3,h,S,HAR,4/11/2017
26665,Mitcham,26 Sharrow Rd,4,h,S,Ray,4/11/2017
26666,Moonee Ponds,2 Grosvenor St,3,h,S,McDonald,4/11/2017
26667,Moonee Ponds,212 Maribyrnong Rd,3,h,S,Nelson,4/11/2017
26668,Mordialloc,3 Anita Ct,3,h,S,hockingstuart,4/11/2017
26669,Mount Waverley,4/547 High Street Rd,3,t,VB,Buxton,4/11/2017
26670,Mount Waverley,27 Pascall St,3,h,S,McGrath,4/11/2017
26671,Mount Waverley,1 Severn Ct,4,h,S,Buxton,4/11/2017
26672,Mount Waverley,14 Wingate Av,1,h,SP,LLC,4/11/2017
26673,Noble Park,1/29 Racecourse Rd,4,u,W,Harcourts,4/11/2017
26674,Northcote,87 Jenkins St,3,h,S,Barry,4/11/2017
26675,Nunawading,208 Central Rd,3,h,S,Sell,4/11/2017
26676,Oakleigh,60 Abbeygate St,2,h,SP,Woodards,4/11/2017
26677,Oakleigh South,2 Acacia Av,3,h,PN,RT,4/11/2017
26678,Ormond,5 Stewart St,4,h,SP,Jellis,4/11/2017
26679,Parkville,3/83 Manningham St,2,u,S,Hodges,4/11/2017
26680,Parkville,88 Story St,3,h,VB,Collins,4/11/2017
26681,Pascoe Vale,13/88 Landells Rd,1,u,S,Brad,4/11/2017
26682,Pascoe Vale,2/52 Railway Pde,2,t,VB,Nelson,4/11/2017
26683,Pascoe Vale,2 Shedden St,3,h,S,Barry,4/11/2017
26684,Point Cook,2 Halifax Ct,4,h,SP,LJ,4/11/2017
26685,Point Cook,20 Hollington Cr,4,h,SP,Point,4/11/2017
26686,Point Cook,32 Solitude Cr,4,h,S,hockingstuart,4/11/2017
26687,Port Melbourne,1001/101 Bay St,2,u,PN,Barry,4/11/2017
26688,Preston,9/4 Spring St,1,u,SP,Love,4/11/2017
26689,Preston,16 Wurruk Av,4,h,S,Ray,4/11/2017
26690,Reservoir,2A Lawson St,3,t,SP,RW,4/11/2017
26691,Reservoir,2/29 Northernhay St,2,h,SP,C21,4/11/2017
26692,Ringwood,3 Muir Ct,3,h,S,Fletchers,4/11/2017
26693,Rowville,3 Clare Ct,4,h,VB,Barry,4/11/2017
26694,Roxburgh Park,9 Marsden Wk,3,h,S,Ray,4/11/2017
26695,Roxburgh Park,9 Vela Pl,4,h,W,Barry,4/11/2017
26696,South Melbourne,1111/28 Bank St,2,u,S,Greg,4/11/2017
26697,South Morang,13 The Gables,4,h,PI,Ray,4/11/2017
26698,South Yarra,4/267 Williams Rd,2,u,S,Jellis,4/11/2017
26699,Sunbury,41 Menzies Dr,4,h,W,Leading,4/11/2017
26700,Sunbury,30 Pasley St,4,h,S,Barry,4/11/2017
26701,Tarneit,22 Adavale Ambl,3,h,SP,Sweeney,4/11/2017
26702,Thornbury,253 Gooch St,4,h,SA,RW,4/11/2017
26703,Thornbury,333 Raleigh St,3,t,VB,Charter,4/11/2017
26704,Thornbury,6/85 St David St,2,u,S,Nelson,4/11/2017
26705,Truganina,10 Rugby Cr,4,h,S,Barry,4/11/2017
26706,Truganina,1/46 Westmeadows La,3,u,PI,Barry,4/11/2017
26707,Tullamarine,103 Derby St,3,h,S,Nelson,4/11/2017
26708,Vermont South,3 Adrian Av,4,h,PI,Biggin,4/11/2017
26709,Vermont South,113 Morack Rd,4,h,PI,MJ,4/11/2017
26710,Viewbank,7 Kuranga Rd,3,h,S,Nelson,4/11/2017
26711,Wallan,37 Danaher Av,3,h,S,Ray,4/11/2017
26712,Wantirna South,3/3 Berkley St,3,u,W,Barry,4/11/2017
26713,Wantirna South,18 Gateshead Dr,3,h,SP,Barry,4/11/2017
26714,Warrandyte,8 Alan Pl,5,h,S,Barry,4/11/2017
26715,Waterways,4 Coorong Cir,4,h,S,Ray,4/11/2017
26716,West Footscray,16/745 Barkly St,2,u,SP,Village,4/11/2017
26717,Wheelers Hill,2 Latrobe Ct,5,h,S,Harcourts,4/11/2017
26718,Wyndham Vale,242 McGrath Rd,3,h,S,Barry,4/11/2017
26719,Wyndham Vale,3 Merri St,3,h,S,hockingstuart,4/11/2017
26720,Abbotsford,142 Charles St,2,h,VB,Jellis,11/11/2017
26721,Abbotsford,6/29 Church St,2,u,S,Biggin,11/11/2017
26722,Abbotsford,85 Nicholson St,3,u,S,Biggin,11/11/2017
26723,Abbotsford,16 Park St,2,h,S,Dingle,11/11/2017
26724,Aberfeldie,22 Jean St,5,h,SP,Rendina,11/11/2017
26725,Aberfeldie,1A Vida St,3,t,S,Barry,11/11/2017
26726,Albanvale,1 Fernhill Ct,4,h,S,Barry,11/11/2017
26727,Albert Park,31A Barrett St,4,h,SP,Greg,11/11/2017
26728,Albert Park,2 Graham St,6,h,PI,Marshall,11/11/2017
26729,Albert Park,7/370 Montague St,2,t,VB,Cayzer,11/11/2017
26730,Albion,54 Burnewang St,3,h,S,Bells,11/11/2017
26731,Albion,2/14 Ridley St,2,t,SP,Jas,11/11/2017
26732,Alphington,31 Naroon Rd,3,h,SN,Miles,11/11/2017
26733,Altona,2 Lindwood Av,3,h,SP,Raine,11/11/2017
26734,Altona Meadows,37 South Av,5,h,SP,Biggin,11/11/2017
26735,Altona Meadows,29 Talbot St,4,h,VB,hockingstuart,11/11/2017
26736,Altona North,46 Chambers Rd,5,h,SN,Greg,11/11/2017
26737,Altona North,2/33 Fifth Av,3,h,S,RT,11/11/2017
26738,Altona North,7 Gadsden St,3,h,SP,FN,11/11/2017
26739,Altona North,62 Hansen St,4,h,SP,Hunter,11/11/2017
26740,Altona North,1/4 Prentice St,3,t,S,Jas,11/11/2017
26741,Altona North,11 Prismall St,2,h,S,Greg,11/11/2017
26742,Ardeer,16 Blanche St,3,h,VB,hockingstuart,11/11/2017
26743,Armadale,11/26 Denbigh Rd,1,u,S,Marshall,11/11/2017
26744,Ascot Vale,7b Rothwell St,3,h,S,Nelson,11/11/2017
26745,Ascot Vale,46 South St,3,h,S,Brad,11/11/2017
26746,Ascot Vale,133 The Parade,2,h,S,Raine,11/11/2017
26747,Ascot Vale,18 Waratah St,4,h,S,Nelson,11/11/2017
26748,Ashburton,28 Highgate Gr,3,h,SP,Jellis,11/11/2017
26749,Ashburton,11 Markham Av,4,t,S,Jellis,11/11/2017
26750,Ashburton,6/9 Sunderland Av,3,t,S,hockingstuart,11/11/2017
26751,Ashwood,44 Cleveland Rd,4,h,S,Buxton,11/11/2017
26752,Aspendale,19 Bowman St,4,h,SP,Barry,11/11/2017
26753,Aspendale Gardens,26 Bianca Dr,4,h,SP,Ray,11/11/2017
26754,Aspendale Gardens,17 Pacific Dr,4,h,S,Barry,11/11/2017
26755,Aspendale Gardens,7 Templeman Ct,4,h,SP,Barry,11/11/2017
26756,Attwood,21 Chisholm Av,4,h,PI,Barry,11/11/2017
26757,Avondale Heights,13 Cortina Pl,4,h,PI,Barry,11/11/2017
26758,Avondale Heights,3 Karen Ct,3,h,SP,Moonee,11/11/2017
26759,Avondale Heights,23 MacEy Av,3,h,SP,Moonee,11/11/2017
26760,Avondale Heights,42 Ridge Dr,3,h,VB,LITTLE,11/11/2017
26761,Avondale Heights,35 Rogerson St,3,h,PI,Brad,11/11/2017
26762,Bacchus Marsh,2 Leila Ct,3,h,SP,FN,11/11/2017
26763,Balwyn,122 Belmore Rd,3,h,PI,Jellis,11/11/2017
26764,Balwyn,992 Burke Rd,4,h,S,Jellis,11/11/2017
26765,Balwyn,4 Kalimna St,5,h,SP,Nelson,11/11/2017
26766,Balwyn,2/115 Strabane Av,3,t,S,hockingstuart,11/11/2017
26767,Balwyn,8/34 Weir St,2,u,S,Fletchers,11/11/2017
26768,Balwyn North,46 Aylmer St,4,h,VB,Jellis,11/11/2017
26769,Balwyn North,407 Balwyn Rd,5,h,SP,Fletchers,11/11/2017
26770,Balwyn North,3 Ellsa St,3,h,PI,Marshall,11/11/2017
26771,Balwyn North,3 Kalka St,5,h,VB,Fletchers,11/11/2017
26772,Balwyn North,32 Severn St,3,h,S,Nelson,11/11/2017
26773,Balwyn North,3 Ventor St,4,h,SP,Fletchers,11/11/2017
26774,Bayswater North,17 Koorong Av,4,h,VB,Surreal,11/11/2017
26775,Beaumaris,4 Clonmore St,4,h,SP,Hodges,11/11/2017
26776,Beaumaris,11 Douglas St,3,h,S,Buxton,11/11/2017
26777,Beaumaris,27 Florida Av,6,h,VB,Ray,11/11/2017
26778,Beaumaris,140 Reserve Rd,3,h,SP,Marshall,11/11/2017
26779,Beaumaris,28 Rossmith Av,6,h,S,Ray,11/11/2017
26780,Bentleigh,44 Campbell St,4,t,VB,Jellis,11/11/2017
26781,Bentleigh,70 Jasper Rd,4,t,SP,McGrath,11/11/2017
26782,Bentleigh,15A Miles St,3,t,S,Jellis,11/11/2017
26783,Bentleigh,2/511 South Rd,2,u,S,Jellis,11/11/2017
26784,Bentleigh East,8b Browns Rd,2,u,SP,Gary,11/11/2017
26785,Bentleigh East,8 Connie St,4,h,VB,Buxton,11/11/2017
26786,Bentleigh East,7 Duckmanton Ct,4,h,SP,Buxton,11/11/2017
26787,Bentleigh East,57A Lahona Av,4,t,PI,Buxton,11/11/2017
26788,Bentleigh East,2/111 Marlborough St,3,t,SN,Gary,11/11/2017
26789,Bentleigh East,116 Marlborough St,3,t,S,Ray,11/11/2017
26790,Bentleigh East,13 McGuinness Rd,3,h,S,Woodards,11/11/2017
26791,Bentleigh East,38 Moylan St,3,h,S,Buxton,11/11/2017
26792,Bentleigh East,824a North Rd,4,t,VB,Buxton,11/11/2017
26793,Bentleigh East,3 Pell St,4,h,S,Jellis,11/11/2017
26794,Bentleigh East,17a Santaram St,4,h,S,Jellis,11/11/2017
26795,Bentleigh East,28 Tambet St,4,h,SP,Jellis,11/11/2017
26796,Bentleigh East,11 Wallace St,3,h,S,Jellis,11/11/2017
26797,Bentleigh East,1/755 Warrigal Rd,3,t,S,Jellis,11/11/2017
26798,Berwick,1 Cory Pl,4,h,PI,O'Brien,11/11/2017
26799,Berwick,1 Newsom Ct,4,h,S,O'Brien,11/11/2017
26800,Berwick,29 Palmerston St,3,h,SA,Barry,11/11/2017
26801,Black Rock,1/5 Seaview Cr,2,u,VB,Buxton,11/11/2017
26802,Blackburn,12 Kerr St,5,h,PI,Noel,11/11/2017
26803,Blackburn,7 Patricia Rd,4,h,SN,Woodards,11/11/2017
26804,Blackburn,40 The Avenue,4,h,VB,Jellis,11/11/2017
26805,Blackburn,16 Wellington Av,4,h,S,Philip,11/11/2017
26806,Blackburn North,2/1 Grosvenor St,2,t,W,Woodards,11/11/2017
26807,Blackburn North,51 Koonung Rd,4,h,PN,Woodards,11/11/2017
26808,Blackburn North,17 Kurrajong Wy,3,h,SP,Noel,11/11/2017
26809,Blackburn South,2/21 Branksome Gr,3,u,SP,Noel,11/11/2017
26810,Bonbeach,19 Brixton St,4,h,SP,hockingstuart,11/11/2017
26811,Boronia,2 Jaffa Ct,3,h,S,Jellis,11/11/2017
26812,Boronia,117 Kanooka Rd,4,h,S,Barry,11/11/2017
26813,Boronia,992 Mountain Hwy,4,h,SP,Barry,11/11/2017
26814,Box Hill,13 Acacia St,4,h,PI,Buxton,11/11/2017
26815,Box Hill,20A Barkly St,5,h,S,Buxton,11/11/2017
26816,Box Hill,43 Court St,3,h,S,Noel,11/11/2017
26817,Box Hill,37 Thames St,4,h,S,RT,11/11/2017
26818,Box Hill,3/12 Victoria St,3,t,VB,Fletchers,11/11/2017
26819,Braybrook,71A South Rd,3,h,S,Douglas,11/11/2017
26820,Briar Hill,67 Fernside Av,3,h,S,Jellis,11/11/2017
26821,Briar Hill,24 Pine Av,2,h,S,Darren,11/11/2017
26822,Brighton,26 Brickwood St,5,h,VB,Marshall,11/11/2017
26823,Brighton,37 Campbell St,2,h,PI,RT,11/11/2017
26824,Brighton,17/17 Cochrane St,2,u,VB,Buxton,11/11/2017
26825,Brighton,28 Cochrane St,2,h,S,Marshall,11/11/2017
26826,Brighton,2/34 Elwood St,3,u,PI,Nick,11/11/2017
26827,Brighton,10 Gould St,3,h,SP,Nick,11/11/2017
26828,Brighton,5 Huntley St,2,h,PI,hockingstuart,11/11/2017
26829,Brighton,155c Male St,2,u,PI,Buxton,11/11/2017
26830,Brighton,15 Meek St,4,h,PI,Marshall,11/11/2017
26831,Brighton,381 New St,5,h,SP,Nick,11/11/2017
26832,Brighton,6/29 Seacombe Gr,2,u,S,Marshall,11/11/2017
26833,Brighton,6 Tennyson St,5,h,PI,Marshall,11/11/2017
26834,Brighton,13 Whyte St,3,h,S,Marshall,11/11/2017
26835,Brighton East,33 Centre Rd,3,h,S,Buxton,11/11/2017
26836,Brighton East,43 Grant St,4,h,S,Marshall,11/11/2017
26837,Brighton East,9A Hemming St,2,t,SP,Buxton,11/11/2017
26838,Brighton East,51 Lucas St,5,h,S,Marshall,11/11/2017
26839,Brighton East,20 Northern Av,5,h,SP,Hodges,11/11/2017
26840,Brighton East,295 South Rd,5,h,PI,Nick,11/11/2017
26841,Broadmeadows,7 Berkeley Cl,4,h,PI,YPA,11/11/2017
26842,Broadmeadows,331 Camp Rd,3,h,S,Stockdale,11/11/2017
26843,Broadmeadows,30 Cuthbert St,4,h,S,YPA,11/11/2017
26844,Broadmeadows,3 Kerang Ct,2,h,PI,RW,11/11/2017
26845,Broadmeadows,6 Winton Ct,4,h,VB,YPA,11/11/2017
26846,Brunswick,250 Albion St,4,h,PI,Jellis,11/11/2017
26847,Brunswick,204/10 Charles St,1,u,SP,Jellis,11/11/2017
26848,Brunswick,40 Collier Cr,3,h,PI,Jellis,11/11/2017
26849,Brunswick,5/80 Dawson St,2,u,VB,Nelson,11/11/2017
26850,Brunswick,6/66 De Carle St,3,u,S,hockingstuart,11/11/2017
26851,Brunswick,5 George St,2,h,VB,Nelson,11/11/2017
26852,Brunswick,10a Latrobe St,4,h,S,Nelson,11/11/2017
26853,Brunswick,6/22 Saxon St,2,u,SP,Nelson,11/11/2017
26854,Brunswick East,536/22 Barkly St,1,u,S,McGrath,11/11/2017
26855,Brunswick East,32 Brunswick Rd,2,h,S,Nelson,11/11/2017
26856,Brunswick East,77 Clarence St,3,h,S,Harrington,11/11/2017
26857,Brunswick East,215 Glenlyon Rd,4,h,PI,Ray,11/11/2017
26858,Brunswick East,22 Leyden St,2,h,S,Jellis,11/11/2017
26859,Brunswick East,17 Miller St,2,h,SP,Jellis,11/11/2017
26860,Brunswick East,18 Ryan St,3,h,SP,Nelson,11/11/2017
26861,Brunswick West,1/288 Hope St,2,u,VB,Nelson,11/11/2017
26862,Brunswick West,11 Owen St,3,h,S,Collins,11/11/2017
26863,Brunswick West,29 Wales St,3,h,S,Raine,11/11/2017
26864,Bulleen,8 Mangan St,3,h,PI,Purplebricks,11/11/2017
26865,Bulleen,2/137 Manningham Rd,3,u,S,Barry,11/11/2017
26866,Bulleen,6A The Crest,3,h,PI,Barry,11/11/2017
26867,Bullengarook,138 Walsh Rd,3,h,VB,Raine,11/11/2017
26868,Bullengarook,65 Webb Rd,4,h,PI,Raine,11/11/2017
26869,Bundoora,124 Greenwood Dr,5,h,S,Ray,11/11/2017
26870,Bundoora,12 Mangrove Cl,3,h,SN,Ace,11/11/2017
26871,Bundoora,1117 Plenty Rd,3,u,PI,hockingstuart,11/11/2017
26872,Bundoora,5/21 Princeton Tce,1,u,W,Barry,11/11/2017
26873,Bundoora,1 Springwood Vw,4,h,S,Ray,11/11/2017
26874,Bundoora,45 Worcester Cr,4,h,S,Barry,11/11/2017
26875,Bundoora,63 Zara Cl,3,t,S,Ray,11/11/2017
26876,Burnside,19 Mockridge Av,4,h,S,YPA,11/11/2017
26877,Burnside,15 Roycroft Av,3,h,S,YPA,11/11/2017
26878,Burnside Heights,11 Cooma Pl,4,h,SP,Barry,11/11/2017
26879,Burnside Heights,10 Muscat Av,3,h,PI,YPA,11/11/2017
26880,Burwood,1/21 Beddows St,4,u,S,Barry,11/11/2017
26881,Burwood East,394 Blackburn Rd,3,h,S,Lindellas,11/11/2017
26882,Burwood East,71 Lorraine Dr,3,h,S,Jellis,11/11/2017
26883,Cairnlea,19 Egret Cr,4,h,SN,Barry,11/11/2017
26884,Cairnlea,19 Prospector Dr,3,h,S,Barry,11/11/2017
26885,Camberwell,1/39 Allambee Av,3,h,S,Woodards,11/11/2017
26886,Camberwell,18 Cochran Av,3,h,S,Woodards,11/11/2017
26887,Camberwell,1A Gavan St,3,h,SP,Jellis,11/11/2017
26888,Camberwell,2/3 Kingsley St,2,h,VB,Jellis,11/11/2017
26889,Camberwell,1/12 Nelson Rd,3,h,S,Jellis,11/11/2017
26890,Canterbury,3 Snowden Pl,4,h,SP,Marshall,11/11/2017
26891,Carlton North,563 Canning St,3,h,SP,Nelson,11/11/2017
26892,Carlton North,728 Lygon St,2,h,S,Woodards,11/11/2017
26893,Carlton North,428 Rathdowne St,4,h,S,Nelson,11/11/2017
26894,Carnegie,4/10 Emily St,2,t,SP,Harcourts,11/11/2017
26895,Carnegie,5/9 Mimosa Rd,1,u,S,Woodards,11/11/2017
26896,Carrum,2 Dyson Rd,3,h,S,hockingstuart,11/11/2017
26897,Carrum,79 McLeod Rd,3,h,S,hockingstuart,11/11/2017
26898,Carrum,37 Westley St,3,h,S,RT,11/11/2017
26899,Caulfield North,3/22 Kooyong Rd,2,u,S,Gary,11/11/2017
26900,Caulfield South,1/11 Brooklyn Av,2,h,PI,Biggin,11/11/2017
26901,Caulfield South,6/27 Eumeralla Rd,3,u,S,Gary,11/11/2017
26902,Caulfield South,29 Kean St,2,h,VB,Gary,11/11/2017
26903,Caulfield South,360 Kooyong Rd,4,h,VB,Biggin,11/11/2017
26904,Caulfield South,13 Royal Pde,4,h,PN,Gary,11/11/2017
26905,Chelsea,19 Jacksons Rd,2,u,VB,Ray,11/11/2017
26906,Chelsea,13 The Strand,2,h,SP,Ray,11/11/2017
26907,Chelsea Heights,18 Second Av,4,h,SP,Ray,11/11/2017
26908,Cheltenham,1/24 Centre Dandenong Rd,3,t,S,Buxton,11/11/2017
26909,Cheltenham,2/24 Centre Dandenong Rd,3,t,S,Buxton,11/11/2017
26910,Cheltenham,7 Craig Ct,4,h,PI,Hodges,11/11/2017
26911,Chirnside Park,29 Botanica Dr,3,h,PI,Woodards,11/11/2017
26912,Clarinda,28 Bushland Av,3,h,S,C21,11/11/2017
26913,Clayton,1/13 Kionga St,3,u,PI,Harcourts,11/11/2017
26914,Clayton,4/27 Robinson St,4,t,SN,Biggin,11/11/2017
26915,Clayton South,11 Laura St,4,h,SP,C21,11/11/2017
26916,Clifton Hill,9/41 Dally St,2,u,S,Nelson,11/11/2017
